30: Number of weighted directed graphs with negative weights.

** G0: |V|=7
(u, v, weight) E = { 
      ( 3, 15, 18.434)
      ( 3, 19, -1.680)
      ( 3, 20, 49.514)
      ( 3, 25, 50.815)
      ( 4,  0, 70.433)
      ( 4, 13, -0.226)
      ( 4, 29, 88.212)
      ( 5, 14, -19.852)
      ( 5, 25, 33.931)
      ( 5, 31, 76.600)
      ( 5, 32, 25.239)
      ( 6, 16, 35.819)
      ( 7, 25, 48.361)
      ( 7, 32, -5.054)
      ( 9,  0, 48.666)
      ( 9, 16, 30.285)
      ( 9, 28, 13.046)
      ( 9, 30, 37.960)
      (10, 16, 14.600)
      (11,  1, 62.820)
      (11,  7, 31.256)
      (11, 15, 44.158)
      (12,  7,  5.257)
      (12,  8, 68.990)
      (12, 11, 31.116)
      (12, 18, 68.879)
      (13,  0, 41.601)
      (13,  5, 27.174)
      (13, 11, 11.907)
      (13, 19, 89.615)
      (14,  0,  0.582)
      (14,  9, 27.273)
      (14, 18, 74.749)
      (14, 26, 11.890)
      (14, 27, 73.126)
      (15,  6, 50.730)
      (15, 10, 91.345)
      (15, 11, 43.674)
      (15, 20, 88.149)
      (16, 13,  9.019)
      (16, 22, -17.576)
      (16, 25, 78.671)
      (16, 30,  4.611)
      (16, 34, 22.601)
      (17,  2, -1.651)
      (17,  8, 57.525)
      (17,  9, 13.480)
      (17, 25,  0.688)
      (17, 26, 15.425)
      (18,  5, 73.223)
      (18, 17, 66.084)
      (18, 21, 77.527)
      (18, 33, 85.001)
      (19,  3,  2.716)
      (19, 10, 88.277)
      (19, 11,  6.107)
      (19, 24, -13.773)
      (19, 25, -10.139)
      (20, 11, 57.864)
      (20, 27, 49.820)
      (20, 33, 35.811)
      (21,  3, 21.256)
      (21,  4,  6.282)
      (21, 11,  3.553)
      (21, 23, 69.307)
      (21, 29, 12.860)
      (22,  5, 26.500)
      (22,  6, 78.470)
      (22, 15, 64.706)
      (22, 19, 32.821)
      (22, 25, 70.955)
      (22, 32, 78.264)
      (23,  1, -2.106)
      (23,  4, 25.140)
      (23,  9, 72.043)
      (23, 10, 67.430)
      (23, 32, 82.788)
      (24,  0, 69.707)
      (24,  1, 56.845)
      (24, 10, 65.018)
      (25,  8,  2.923)
      (25, 27, 30.968)
      (25, 34, 30.257)
      (26,  9, 44.198)
      (26, 12, 25.002)
      (26, 13, 21.223)
      (26, 20, 11.834)
      (26, 25, 55.667)
      (26, 31, 71.092)
      (26, 33, 52.471)
      (27,  0, 89.628)
      (27,  2, 37.561)
      (27, 13, -12.117)
      (27, 14, 68.734)
      (28,  9, 39.228)
      (28, 19, 69.246)
      (28, 33, 82.531)
      (28, 34, 23.502)
      (29,  6, 55.647)
      (29,  7, 23.181)
      (29, 24, 27.905)
      (30,  2, 33.009)
      (30,  9, 69.240)
      (30, 20, 65.286)
      (30, 28, 64.273)
      (30, 33, 30.470)
      (31,  9, 43.137)
      (31, 20, 79.636)
      (31, 21, 52.718)
      (31, 24, 69.425)
      (31, 29, 24.562)
      (32, 17,  9.093)
      (32, 21, 40.449)
      (32, 22, 58.702)
      (32, 30, -4.237)
      (33,  9, 61.151)
      (33, 17, 35.506)
      (34,  4, -6.551)
      (34,  5, 49.646)
      (34, 18, 70.170)
      (34, 20, 10.832)
      (34, 29, 51.710) } |E|=136 
---------------- 

** G13: |V|=35
(u, v, weight) E = { 
      ( 0,  1,  1.978)
      ( 0, 29, 73.936)
      ( 1, 16,  6.488)
      ( 1, 31, 53.566)
      ( 2,  0, 66.082)
      ( 2, 16,  7.986)
      ( 2, 23, 56.232)
      ( 3,  5, 33.535)
      ( 3, 13, 31.165)
      ( 4,  0, 35.805)
      ( 4, 22, 35.368)
      ( 4, 23, -1.353)
      ( 5,  9, 10.484)
      ( 5, 10, 72.482)
      ( 5, 24, 90.770)
      ( 6,  1, 11.114)
      ( 6,  8,  0.319)
      ( 6, 21, 44.117)
      ( 6, 33, 18.122)
      ( 7,  2, -9.622)
      ( 7,  3, 91.765)
      ( 7, 12, 65.439)
      ( 7, 21, 91.245)
      ( 7, 25, 81.652)
      ( 8, 15,  9.936)
      ( 8, 19, 23.159)
      ( 9,  7, 69.959)
      ( 9, 16, 37.955)
      ( 9, 34, 76.920)
      (10,  0, 87.278)
      (10,  7, 54.378)
      (10, 21, 53.180)
      (10, 33, 65.516)
      (11,  7, 59.392)
      (11, 10,  3.225)
      (11, 26, 26.895)
      (12,  1,  9.205)
      (12, 15, 22.397)
      (12, 32, 24.833)
      (13, 12,  1.958)
      (13, 21, 39.159)
      (13, 32, 79.032)
      (13, 34, 39.758)
      (14,  1, 40.380)
      (14, 18, -9.089)
      (14, 23, -11.958)
      (14, 29, -3.858)
      (15,  4, 40.911)
      (15, 11, 72.172)
      (15, 14, 40.478)
      (15, 19, 85.711)
      (15, 21, 73.454)
      (16, 23, 87.359)
      (17,  2, 79.335)
      (17, 13, 78.459)
      (17, 20, 75.369)
      (17, 28, 56.016)
      (18,  1, 53.716)
      (18,  8, -4.296)
      (18, 26, 16.152)
      (19,  8, 30.172)
      (19, 27, 61.901)
      (20, 29, -8.642)
      (21,  6, 55.989)
      (21, 12, 31.430)
      (21, 13, 56.309)
      (21, 22, 36.398)
      (21, 26,  8.768)
      (22,  1, 27.287)
      (22,  7,  9.286)
      (22, 10, 12.683)
      (22, 27, 44.553)
      (23,  1, 34.262)
      (23,  4,  2.468)
      (23, 15, -14.437)
      (24,  1, 39.199)
      (24, 15,  8.556)
      (25, 10, 20.339)
      (25, 13, 40.306)
      (25, 15,  6.566)
      (25, 32, 31.512)
      (26,  0, 76.658)
      (26,  7, 45.845)
      (26, 10, -10.503)
      (26, 19, 40.947)
      (27, 10, 76.411)
      (27, 19, 32.696)
      (28,  6, 29.662)
      (28,  9,  2.064)
      (28, 11, 66.864)
      (28, 16, 64.628)
      (28, 21, -3.727)
      (28, 30,  9.841)
      (28, 33, -12.321)
      (29,  2, -0.589)
      (29,  3, 27.699)
      (30,  5, -4.785)
      (30, 32, 69.677)
      (31, 12,  0.955)
      (31, 16, 15.175)
      (31, 23, 13.330)
      (31, 28, 55.680)
      (32,  1, 25.394)
      (32,  3, 40.282)
      (32, 10, 18.067)
      (32, 12, 87.892)
      (32, 14, 74.170)
      (32, 17, -18.720)
      (32, 19, 53.752)
      (32, 20, -7.133)
      (33, 15, 11.341)
      (33, 18, 79.631)
      (34,  9, 27.939)
      (34, 13, 95.135)
      (34, 22, 84.850)
      (34, 25, 46.736)
      (34, 33, 85.797) } |E|=117 
---------------- 

** G14: |V|=40
(u, v, weight) E = { 
      ( 0,  3, 51.741)
      ( 0,  9, 81.182)
      ( 0, 13, 20.455)
      ( 0, 23, 49.985)
      ( 0, 29, 56.968)
      ( 1, 10,  2.878)
      ( 1, 11, 75.621)
      ( 1, 20, 11.201)
      ( 1, 22, 28.950)
      ( 1, 30, 55.989)
      ( 1, 32, 84.481)
      ( 1, 38, -13.536)
      ( 2, 15, 61.495)
      ( 2, 23, 37.853)
      ( 3,  4, 65.168)
      ( 3,  5, 12.879)
      ( 3, 20, 29.518)
      ( 3, 21, 21.809)
      ( 3, 31, 12.836)
      ( 3, 35, 38.306)
      ( 3, 36, -4.781)
      ( 4,  1, 25.803)
      ( 4,  5, -5.884)
      ( 4,  9, 72.948)
      ( 4, 38, 80.210)
      ( 6, 18, 45.556)
      ( 6, 27, 15.205)
      ( 7, 21, 44.321)
      ( 8, 18,  1.009)
      ( 8, 19,  7.690)
      ( 8, 39, 67.520)
      ( 9,  0, 34.818)
      ( 9,  5, 12.908)
      ( 9, 23, 25.974)
      ( 9, 32, 81.800)
      ( 9, 38, -10.514)
      (10,  2,  9.189)
      (10,  3,  7.146)
      (10,  5, 36.136)
      (10, 32, 22.877)
      (10, 33, 83.449)
      (10, 36, 52.195)
      (10, 38, 42.146)
      (11, 16, 62.414)
      (11, 35, 46.292)
      (11, 38,  7.330)
      (12,  5, 39.316)
      (12, 28,  9.561)
      (12, 30, 60.446)
      (12, 31, 24.418)
      (13, 25, 81.893)
      (13, 30, 57.075)
      (13, 33, 64.060)
      (14, 12, 39.563)
      (14, 13, 56.916)
      (14, 22, 40.897)
      (14, 23, 95.166)
      (14, 31, 63.821)
      (16,  7, 83.908)
      (16, 20, 10.576)
      (16, 22, 73.124)
      (16, 23, 77.754)
      (16, 27, 65.589)
      (16, 29, 61.624)
      (17, 35, 53.225)
      (17, 38, -6.630)
      (18,  1, 72.553)
      (18,  5, 20.706)
      (18, 11, -10.664)
      (18, 22, 49.061)
      (19, 21, 46.224)
      (20, 18, 11.819)
      (21,  3, 74.106)
      (21, 10, 35.589)
      (21, 16, -5.131)
      (21, 37, 45.362)
      (21, 38,  9.812)
      (21, 39, 62.667)
      (22, 21, 26.661)
      (22, 23, 50.587)
      (22, 34, -0.913)
      (23,  2, 35.918)
      (23, 15, 87.414)
      (23, 17, 20.749)
      (23, 25, -3.710)
      (23, 26, 14.297)
      (24, 33, 31.528)
      (24, 36, 66.524)
      (25,  2,  6.263)
      (25, 17, 64.710)
      (25, 28, -2.241)
      (26,  7, 41.354)
      (26,  8, 16.662)
      (26, 25, 24.774)
      (27,  7, 39.776)
      (27, 11, 45.105)
      (27, 19, 47.989)
      (27, 23,  5.063)
      (27, 31, 61.905)
      (27, 36, 90.344)
      (28, 12, -9.260)
      (28, 19, 80.190)
      (28, 32, 31.867)
      (29,  2, 33.684)
      (29, 11, 24.987)
      (29, 27, 33.687)
      (29, 30, 36.814)
      (30,  0, 89.246)
      (30,  5, 61.997)
      (30, 28, -10.354)
      (30, 39, 91.516)
      (31,  6, 72.463)
      (31,  7, 23.272)
      (31, 23, 33.624)
      (31, 26, 69.348)
      (31, 27, 28.589)
      (32,  7, 59.156)
      (32, 11,  7.491)
      (32, 17,  3.339)
      (32, 28, 12.941)
      (32, 33, 87.744)
      (32, 38, 26.598)
      (33,  3, 54.656)
      (33, 16, 58.746)
      (33, 29,  9.171)
      (34, 20, -9.092)
      (34, 22, 12.244)
      (34, 31, 47.257)
      (34, 36, 81.528)
      (35, 16, 41.777)
      (35, 26,  6.318)
      (35, 31, 30.254)
      (35, 37, 30.554)
      (36, 19,  9.263)
      (36, 37, 54.854)
      (37,  8, 79.144)
      (37,  9, 19.794)
      (37, 11, 70.908)
      (37, 18, 34.406)
      (37, 36, 28.846)
      (38,  7, 57.858)
      (38,  8, 68.448)
      (38, 24, 39.312)
      (39, 13, -4.022)
      (39, 35, 36.043)
      (39, 37, 63.569) } |E|=146 
---------------- 

** G15: |V|=40
(u, v, weight) E = { 
      ( 0,  4, 43.479)
      ( 0, 27, 47.072)
      ( 0, 37, 36.987)
      ( 1,  3,  9.651)
      ( 1,  8, -1.139)
      ( 1, 13, 82.763)
      ( 1, 18, -3.949)
      ( 1, 27, 85.211)
      ( 1, 32, 46.436)
      ( 2,  4, 18.724)
      ( 2, 11, 27.770)
      ( 2, 19, 43.926)
      ( 2, 23, 91.926)
      ( 3,  1, 82.949)
      ( 3, 15, 77.842)
      ( 3, 23,  3.694)
      ( 3, 35, 48.342)
      ( 3, 36, 61.652)
      ( 3, 37,  1.430)
      ( 4,  6, 56.613)
      ( 4, 17, 20.199)
      ( 5,  3,  8.534)
      ( 5,  9, 40.748)
      ( 5, 17, 46.195)
      ( 5, 23, 49.068)
      ( 5, 28, 25.821)
      ( 5, 34, 49.186)
      ( 6,  9, 29.740)
      ( 6, 20, 10.970)
      ( 6, 30, 32.062)
      ( 6, 31, 12.163)
      ( 7, 36,  5.286)
      ( 8,  2,  1.170)
      ( 8,  7, 84.439)
      ( 8, 10, 17.466)
      ( 8, 11, -0.940)
      ( 8, 32, 80.422)
      ( 9,  2, 25.100)
      ( 9, 13, 51.317)
      ( 9, 14, -10.300)
      ( 9, 38, 79.647)
      (10, 11, 16.230)
      (10, 16, -10.678)
      (10, 17,  5.938)
      (10, 20, 49.940)
      (10, 31,  6.019)
      (10, 39, -12.712)
      (11,  4, 94.502)
      (11,  8, 36.265)
      (11, 10,  3.316)
      (11, 16, 69.884)
      (11, 21,  3.385)
      (11, 26, 61.300)
      (12,  5, 30.715)
      (12,  8, 82.485)
      (12, 22, 83.506)
      (12, 36, 84.219)
      (13,  2, 60.478)
      (13, 23, 14.874)
      (13, 39, 72.156)
      (14, 16, 40.057)
      (15,  9, -9.116)
      (15, 10, 74.069)
      (15, 11, 32.592)
      (15, 24, -1.271)
      (15, 33, -4.494)
      (15, 35, 61.513)
      (15, 39, 39.766)
      (16,  5, 42.764)
      (16,  6, 11.028)
      (17,  4, 87.923)
      (17, 24, 13.434)
      (17, 31, -1.972)
      (17, 38, 19.269)
      (18,  2, 55.365)
      (18, 17, 41.304)
      (18, 25, 85.103)
      (19, 14, 17.651)
      (19, 37, 37.289)
      (20,  1, 16.220)
      (20,  9, 58.602)
      (20, 25, 52.119)
      (20, 38, 22.799)
      (21,  3, 61.988)
      (21, 10, 78.363)
      (21, 26, 35.401)
      (22,  7,  8.946)
      (22,  9, 22.301)
      (22, 26,  0.201)
      (22, 33, 38.905)
      (22, 36, 10.383)
      (23,  3, 39.206)
      (23,  5, 32.818)
      (23,  9, 80.741)
      (23, 10, 42.147)
      (23, 18, 80.551)
      (24, 15, 15.551)
      (24, 16, 13.981)
      (24, 22, 54.616)
      (24, 25, 59.174)
      (24, 26, 76.161)
      (24, 32, -6.412)
      (25,  9,  3.820)
      (25, 10, 21.810)
      (25, 14, 87.516)
      (25, 27, 11.323)
      (25, 29, 22.067)
      (26,  2,  7.992)
      (26,  8, -4.508)
      (26, 16, 23.730)
      (26, 21, 57.203)
      (26, 39, 10.997)
      (27, 14, 11.031)
      (27, 20,  2.219)
      (27, 22, 79.044)
      (27, 28, 56.289)
      (27, 30, 54.387)
      (28,  3, 93.731)
      (28,  8, 71.569)
      (28, 14, 90.078)
      (28, 22, 31.498)
      (28, 27, 90.579)
      (28, 32,  2.500)
      (29,  1, 25.167)
      (29, 19, -2.814)
      (29, 20, 41.450)
      (29, 30, -5.503)
      (29, 39,  3.464)
      (30,  1, 53.247)
      (30,  7, 76.938)
      (30,  9,  4.902)
      (30, 25, 50.580)
      (30, 38, 11.605)
      (31,  2, 10.782)
      (31,  6, 43.002)
      (31, 35,  8.817)
      (32, 19, 39.761)
      (32, 24, -1.632)
      (33, 12, 65.027)
      (33, 14, -6.035)
      (33, 17, 90.126)
      (33, 18, 26.957)
      (33, 31, 44.756)
      (33, 37, 39.194)
      (34,  2, 83.254)
      (34, 14, 38.857)
      (34, 21, 50.981)
      (34, 22, 19.203)
      (34, 26,  6.478)
      (34, 28, 16.005)
      (34, 32, 28.183)
      (35,  1, 17.891)
      (35,  7, 70.599)
      (35, 11, 15.823)
      (35, 15, 55.029)
      (35, 16, -0.295)
      (35, 28, 52.347)
      (35, 31,  7.033)
      (36, 10, 71.833)
      (36, 15, 41.185)
      (36, 21, 27.135)
      (36, 24, 45.508)
      (36, 30, 46.950)
      (36, 39, -3.196)
      (37, 16, 34.538)
      (37, 25, 12.713)
      (38, 12, 56.462)
      (38, 15, 70.266)
      (38, 24, 77.508)
      (38, 27, 46.460)
      (38, 33, 80.160)
      (38, 39, 26.018)
      (39,  1, 62.170)
      (39,  3, 48.419)
      (39,  4, 51.723)
      (39,  6, 34.242)
      (39,  8, -8.155)
      (39, 15, 23.242)
      (39, 30, 59.981)
      (39, 32, 45.846) } |E|=180 
---------------- 

** G16: |V|=45
(u, v, weight) E = { 
      ( 0,  9, 55.703)
      ( 0, 12, 32.753)
      ( 0, 21, 24.098)
      ( 0, 39, -15.559)
      ( 1,  0,  0.744)
      ( 1, 24, 16.372)
      ( 1, 34, 87.551)
      ( 1, 44, 40.398)
      ( 2, 12, 10.078)
      ( 3, 44, 66.177)
      ( 4,  2, 69.958)
      ( 5, 12, -3.365)
      ( 5, 18, 16.100)
      ( 5, 24, 14.536)
      ( 6, 26, -0.458)
      ( 7, 28, -7.181)
      ( 7, 34, 83.575)
      ( 8, 28, 73.566)
      ( 9,  0, 54.063)
      ( 9, 15, 68.764)
      ( 9, 35, 19.757)
      ( 9, 44, 46.407)
      (10, 15, -13.067)
      (10, 23, 24.402)
      (11,  9, 75.886)
      (11, 39, 14.407)
      (12, 19,  6.703)
      (12, 26, 46.533)
      (12, 29, 25.774)
      (13,  2, 57.148)
      (13, 39, 52.844)
      (14,  8, 18.624)
      (15,  4, 18.525)
      (15, 37, 80.145)
      (16, 20,  3.801)
      (16, 43, -6.199)
      (17, 10,  0.033)
      (17, 29, 72.679)
      (18, 27, 22.375)
      (18, 29, 25.465)
      (19, 13, 36.785)
      (19, 42, 54.841)
      (20,  2, 49.643)
      (20, 10, -8.342)
      (20, 24, 71.258)
      (21, 17, -3.406)
      (21, 32, 34.864)
      (21, 34, 38.312)
      (22,  1,  2.040)
      (22, 24, 65.046)
      (22, 31,  7.011)
      (23,  1, 60.490)
      (23, 37, 49.508)
      (23, 42, 58.115)
      (24,  0, 89.373)
      (24, 17, 50.525)
      (24, 18, 93.468)
      (24, 21,  3.244)
      (24, 31, 35.404)
      (26, 43, 29.631)
      (27,  2, 71.546)
      (27, 13, 67.682)
      (27, 21, 44.198)
      (27, 24, 11.697)
      (29,  3, 61.846)
      (29, 28, 53.516)
      (30,  1, 50.027)
      (30, 22, 25.227)
      (30, 34, 29.616)
      (31,  2, 17.276)
      (31, 21, -9.540)
      (31, 24, 12.392)
      (31, 44, 37.044)
      (33,  8, 56.606)
      (33, 14,  9.973)
      (34,  0, 29.636)
      (34,  7, 11.796)
      (35, 20, 91.282)
      (36, 21, 18.341)
      (36, 37, 89.361)
      (37,  0, 61.643)
      (37,  3, -0.441)
      (37,  6, 18.283)
      (38,  4, 12.191)
      (38, 15, 63.666)
      (38, 41, -7.918)
      (40, 25, -5.379)
      (40, 31, 26.509)
      (41,  1, 77.505)
      (41, 10, 72.876)
      (41, 25, 62.051)
      (41, 28, 67.171)
      (41, 38, 63.323)
      (42, 26, 61.155)
      (42, 27, 21.073)
      (43,  0, 48.041)
      (44,  7, 90.198)
      (44, 13, 33.537)
      (44, 27, 65.466) } |E|=99 
---------------- 

** G17: |V|=45
(u, v, weight) E = { 
      ( 0, 13, 66.142)
      ( 0, 14, 79.622)
      ( 1, 13, -1.941)
      ( 1, 39, 51.379)
      ( 2,  1,  1.380)
      ( 2, 42, 18.755)
      ( 3,  8, 72.173)
      ( 3, 37, 35.771)
      ( 4, 13, 83.391)
      ( 4, 16, 90.846)
      ( 4, 23,  4.127)
      ( 4, 34, 56.969)
      ( 4, 37, 45.003)
      ( 4, 40, 10.173)
      ( 5, 28,  3.918)
      ( 6, 37, 54.131)
      ( 6, 40, 56.383)
      ( 7,  9, 63.172)
      ( 7, 42, 18.393)
      ( 9, 17, 90.272)
      ( 9, 22, 58.505)
      ( 9, 40,  5.274)
      (10,  5, 39.330)
      (10, 31, 81.787)
      (10, 41, 34.459)
      (11, 33, 21.356)
      (11, 36, 44.838)
      (12,  5, 11.859)
      (12, 25,  1.265)
      (12, 31, 88.478)
      (12, 36, 37.873)
      (13, 29,  3.571)
      (14, 39, -1.618)
      (15, 41, 29.446)
      (16, 24, -17.681)
      (16, 42, -14.228)
      (16, 44, 38.643)
      (17,  1, 20.239)
      (17,  3, 13.904)
      (17, 14, 32.856)
      (17, 15, 48.953)
      (17, 30, 22.471)
      (17, 32, 14.684)
      (17, 44, 59.621)
      (18,  1, 41.683)
      (18, 23, 57.783)
      (19, 11, 25.085)
      (19, 21,  8.102)
      (20,  5, 34.792)
      (20, 24, 21.494)
      (20, 29, 81.830)
      (20, 39, 82.716)
      (20, 40, 53.735)
      (21, 10, 77.421)
      (22,  5, -0.026)
      (22, 12, 83.381)
      (22, 14, 52.404)
      (22, 16, 72.743)
      (22, 20,  0.396)
      (23, 11, 10.656)
      (23, 17, 24.521)
      (23, 25, 26.145)
      (23, 38, 45.948)
      (24,  2, 65.774)
      (26,  3, 31.182)
      (26, 16, 49.953)
      (26, 21,  3.500)
      (26, 44, -9.211)
      (27,  0,  1.031)
      (27, 23, 77.793)
      (28, 37, 11.031)
      (29,  4, 43.930)
      (29,  6,  8.431)
      (30, 22,  2.696)
      (30, 26, 23.264)
      (31, 15, 10.648)
      (31, 29, 21.448)
      (32,  6, 18.898)
      (32, 24, 62.261)
      (32, 30, 81.976)
      (33,  2, 25.369)
      (33,  8, 34.030)
      (33, 15,  6.687)
      (33, 40, 10.184)
      (34, 15, 70.071)
      (34, 19, 88.839)
      (34, 36,  7.819)
      (35, 25, 83.787)
      (35, 41, 54.642)
      (36, 14, 55.653)
      (38,  9, 12.174)
      (38, 15, 65.493)
      (38, 36, 10.158)
      (39, 14, -0.058)
      (39, 32, 61.374)
      (39, 36, -5.109)
      (40,  0, 76.180)
      (40,  1, 70.089)
      (40,  8, 48.156)
      (40, 10, 19.805)
      (41,  4, 13.845)
      (41, 13, 56.848)
      (42,  0,  9.331)
      (42,  1, 76.175)
      (42,  4,  6.980)
      (42, 26,  9.000)
      (42, 30,  5.548)
      (42, 44, 31.768)
      (43,  1,  9.545)
      (43,  8, 39.192)
      (43, 25,  2.106)
      (43, 44, 35.425)
      (44,  1, 82.664) } |E|=113 
---------------- 

** G18: |V|=50
(u, v, weight) E = { 
      ( 1,  5, 22.322)
      ( 1, 24, 72.790)
      ( 2,  0, 71.793)
      ( 2, 16, 23.604)
      ( 2, 31, -7.369)
      ( 3, 27,  3.971)
      ( 4,  1, 68.658)
      ( 4, 16,  3.474)
      ( 5, 32,  3.044)
      ( 5, 36, -3.516)
      ( 5, 40, -1.259)
      ( 6,  2,  9.301)
      ( 7, 17, 59.936)
      ( 7, 45, 77.479)
      ( 8, 42,  4.420)
      ( 9, 22, 37.584)
      ( 9, 24, 14.396)
      ( 9, 27, 11.092)
      ( 9, 30, 48.679)
      ( 9, 32, 26.655)
      ( 9, 33, 53.496)
      ( 9, 43,  9.411)
      (10,  3, 42.225)
      (10,  5, 22.009)
      (10, 13, 61.777)
      (10, 14, 31.405)
      (10, 33, 54.393)
      (10, 41,  2.096)
      (11,  3, 37.951)
      (11, 13, 16.968)
      (11, 14, 70.532)
      (11, 17, 20.866)
      (11, 23, 47.101)
      (11, 34, 61.828)
      (12,  2,  9.902)
      (12, 16, 45.678)
      (12, 20, 74.099)
      (12, 22, 97.078)
      (12, 45, 30.644)
      (13, 31, 51.239)
      (14,  5, 86.869)
      (14, 15, 57.914)
      (14, 17, 16.256)
      (14, 20, -15.032)
      (14, 45, 49.042)
      (15, 20, 36.270)
      (16, 10, 26.647)
      (17,  0, 91.843)
      (17, 22, 28.824)
      (17, 41, 23.267)
      (17, 48, 68.171)
      (18,  5, 83.333)
      (19, 15, 84.993)
      (20,  9, 79.864)
      (20, 38, 57.528)
      (20, 46, 13.977)
      (21,  4,  1.783)
      (21, 14,  1.863)
      (21, 18, -7.299)
      (21, 33, 80.284)
      (21, 42, -4.429)
      (22,  0, 62.080)
      (22, 10, 13.023)
      (22, 18, 33.575)
      (22, 19,  4.802)
      (22, 34, 76.837)
      (23,  7,  2.642)
      (23, 18, 29.245)
      (24,  3, 46.521)
      (24, 19,  8.211)
      (24, 30, 26.020)
      (24, 47, 36.828)
      (25, 26, 81.620)
      (25, 37, 28.152)
      (25, 47, 46.627)
      (26, 23, -11.212)
      (26, 30, 73.486)
      (27, 29, 41.489)
      (27, 32, 20.159)
      (28,  2, 40.834)
      (28, 18, 80.648)
      (29, 21, 85.382)
      (29, 43, 78.082)
      (30, 28, 16.649)
      (30, 38, 26.225)
      (31,  1, -13.572)
      (31,  4, 81.672)
      (32,  7, 40.426)
      (32, 19, 28.561)
      (33,  0, 21.350)
      (33,  7, 29.778)
      (33,  9,  0.093)
      (33, 25, 81.739)
      (33, 37, 82.667)
      (34, 31,  0.372)
      (34, 32, 78.459)
      (35, 42,  6.095)
      (35, 43, 57.246)
      (36, 19, 62.703)
      (36, 22, 81.119)
      (36, 29, 12.721)
      (36, 34, 52.763)
      (36, 48, 71.106)
      (37, 10,  6.673)
      (37, 14, 75.766)
      (37, 18, -9.873)
      (37, 31, 70.332)
      (37, 43, 44.095)
      (37, 46, 37.485)
      (38, 30, 56.831)
      (38, 39, 41.946)
      (38, 46, 30.484)
      (40, 15, 21.370)
      (40, 18, 63.304)
      (40, 36, 88.572)
      (40, 37, 39.484)
      (41,  5, 73.559)
      (41,  8, 35.071)
      (41, 13, 21.050)
      (41, 32,  9.858)
      (42,  8, 67.459)
      (42, 11, 68.718)
      (44,  5, 47.472)
      (44,  6, -9.864)
      (44,  7, 57.419)
      (44,  8, 44.096)
      (44, 14, 57.426)
      (44, 15, 12.616)
      (45,  5, 53.109)
      (45,  9, -2.176)
      (45, 31, -8.728)
      (46, 11, 69.350)
      (47, 15, 72.342)
      (47, 33, 70.447)
      (48,  1, 65.596)
      (48, 34, 29.127)
      (48, 45,  2.248)
      (49, 47, -11.706) } |E|=138 
---------------- 

** G19: |V|=50
(u, v, weight) E = { 
      ( 0, 25, -14.479)
      ( 0, 32, 81.369)
      ( 0, 42, 26.370)
      ( 1, 41, 10.864)
      ( 2, 11,  7.713)
      ( 2, 34, 17.857)
      ( 3, 14, -4.633)
      ( 3, 43, 69.160)
      ( 3, 46, 33.042)
      ( 4,  5, 14.349)
      ( 4, 35,  3.875)
      ( 5,  6, 55.873)
      ( 5, 14, 45.957)
      ( 5, 20,  5.754)
      ( 6,  4, 21.282)
      ( 6, 44, 12.795)
      ( 7,  2,  9.967)
      ( 7, 23, -5.272)
      ( 7, 38, 28.544)
      ( 8, 41, 17.331)
      ( 8, 48, 58.029)
      ( 9,  2, 80.438)
      ( 9, 11, 73.309)
      (10, 48, 51.843)
      (11, 34, 86.188)
      (11, 39, 71.669)
      (12,  2, 10.649)
      (12, 45, 66.515)
      (13, 44, 17.077)
      (13, 45, 99.151)
      (14, 29, 81.273)
      (14, 35, 70.292)
      (15, 13, 55.082)
      (15, 23, 69.063)
      (15, 31, -9.023)
      (15, 33, 35.923)
      (16,  2, -2.932)
      (16,  7, 30.794)
      (16, 12,  4.279)
      (16, 29, -7.299)
      (17, 25, 69.144)
      (18, 27, 15.181)
      (18, 47, 41.852)
      (19, 10, 54.035)
      (19, 22, 22.397)
      (19, 36, 62.781)
      (19, 44, 89.278)
      (19, 47, 33.948)
      (20, 12, 62.268)
      (20, 27, 16.979)
      (20, 48, 55.945)
      (21, 10,  7.188)
      (21, 13, 51.322)
      (21, 19, 42.277)
      (22,  4, 82.664)
      (22,  5, 41.093)
      (22, 26, 36.734)
      (24, 12, 34.727)
      (24, 28, 61.168)
      (26, 10, 49.613)
      (26, 42,  3.786)
      (27, 13, 31.344)
      (27, 15, 88.242)
      (27, 39, 46.166)
      (27, 41, 77.065)
      (28,  9,  6.067)
      (28, 12, 39.534)
      (28, 45, 56.968)
      (29, 19, 83.485)
      (30, 23, -14.312)
      (30, 27, -10.574)
      (30, 46, 92.219)
      (31, 17, -10.633)
      (31, 22, 33.626)
      (31, 24, 90.782)
      (31, 35,  2.014)
      (32, 23, 29.600)
      (32, 30, 20.701)
      (32, 34,  0.973)
      (32, 35, 61.006)
      (33, 26, 17.118)
      (33, 46, 31.893)
      (34,  2, 52.809)
      (34,  3, 47.578)
      (34, 36,  1.685)
      (35, 19, 54.908)
      (35, 22, 88.472)
      (35, 24,  2.440)
      (35, 38,  8.222)
      (36,  5, 49.723)
      (36, 42,  4.077)
      (36, 49, 65.532)
      (37, 12, 70.173)
      (38,  4, 17.207)
      (38, 18,  6.466)
      (38, 29, 16.575)
      (38, 42, 81.135)
      (38, 49,  8.793)
      (39, 18, 50.834)
      (39, 46, 84.797)
      (40,  3, 92.941)
      (40, 10, 87.617)
      (40, 28, 12.789)
      (40, 39, 69.148)
      (40, 45, 26.702)
